Recipe #,Name,Inventory Icon,Caption,Required Ingredient 1,Required Ingredient 2,Required Ingredient 3,Required Ingredient 4,Required Ingredient 5,Cooking Method,Effect,Effect Level,Effect Duration,Base Hearts Recovered,Base Sell Price,Buy Price,Fusable,Fuse Attack Power,Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Property 5,Destroyed on Hit,Eat Animation,Caption (Elixir Level 2),Caption (Elixir Level 3),Name (Japanese),Caption (Japanese),ActorName,ActorName (Level 1),ActorName (Level 2),ActorName (Level 3)
144,Dark Cake,,"An unusual dark-clump cake with a unique
flavor that may be impossible to fully describe.",Dark Clump,Cane Sugar,Tabantha Wheat,Goat Butter,-,Cooking Pot,-,-,-,-,1,-,-,-,-,-,-,-,-,-,EatCookingDish,-,-,マジンケーキ,"闇の塊をふんだんに使った 風変わりなケーキ
一言で表現するのは難しい 独特な味",Item_Cook_S_09,-,-,-
145,Dubious Food,,"It's too gross to even look at. A bizarre smell
issues forth from this heap. Eating it won't
hurt you though...probably.",Invalid Recipe,-,-,-,-,Cooking Pot,-,-,-,-,1,-,-,-,-,-,-,-,-,-,EatBizarre,-,-,微妙な料理,"微妙なにおいがする…
食べられなくはないが
とても人には見せられない！",Item_Cook_O_01,-,-,-
146,Rock-Hard Food,,"A dish gone awry after adding the wrong
ingredient. Chewing your way through this
won't be fun, but it will fill you up when
you're between a rock and a hard place.",Ore,-,-,-,-,Cooking Pot,-,-,-,-,1,-,-,-,-,-,-,-,-,-,EatTooHard,-,-,硬すぎ料理,"何か入れてはいけないものを混ぜてしまった
ちょっと人には出せない料理
背に腹は代えられない時には かじるしかない",Item_Cook_O_02,-,-,-
147,Baked Apple,,"Direct heat has softened and sweetened
this apple. Eat it to restore three-quarters
of a heart.",Apple,-,-,-,-,Fire,-,-,-,3,3,8,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きリンゴ,"リンゴを直火であぶった香ばしいおやつ
食べるとハートが回復する",Item_Roast_03,-,-,-
148,Baked Golden Apple,,"A luxurious snack of golden apple roasted
directly over a fire. The impeccable balance
between acidity and sweetness gives it an
otherworldly, delicious flavor.",Golden Apple,-,-,-,-,Fire,-,-,-,9,8,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,金の焼きリンゴ,"金のリンゴを直火であぶった贅沢なおやつ
酸味と甘味が絶妙なバランスとなり
この世の物とは思えない 味わいを楽しめる",Item_Roast_59,-,-,-
149,Charred Pepper,,"A pepper that's been gently caressed by an
open flame. It's much less spicy now.",Spicy Pepper,-,-,-,-,Fire,-,-,9000,3,5,13,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きポカポカ草の実,"ポカポカ草の実を焼いたもの
火を通す事で辛みがなくなり
そのまま食べても結構おいしい",Item_Roast_13,-,-,-
150,Roasted Hylian Tomato,,"A Hylian tomato toasted whole.
It's juicy inside and will restore
more health when consumed.",Hylian Tomato,-,-,-,-,Fire,-,-,-,6,6,15,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きハイラルトマト,"ハイラルトマトの丸焼き
中身はジューシーで
ハートの回復量も増えている",Item_Roast_54,-,-,-
151,Roasted Wildberry,,"This wildberry was prepared over an open
flame to alter its sweet taste. It recovers
more health than if eaten raw.",Wildberry,-,-,-,-,Fire,-,-,-,3,5,13,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きイチゴ,"イチゴの直火焼き
そのまま食べるのとは 違った甘味がある
少しだけハートの回復量が増えた",Item_Roast_07,-,-,-
152,Roasted Voltfruit,,"This voltfruit from the Gerudo Desert has
been charred to really bring out its sweet
and sour flavors.",Voltfruit,-,-,-,-,Fire,-,-,9000,3,8,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きビリビリフルーツ,"ゲルド砂漠で採れる ビリビリフルーツの直火焼き
生で食べるより 甘みや酸味が強くなった
ちょっと焦げた位がおいしい",Item_Roast_08,-,-,-
153,Roasted Hydromelon,,"This hydromelon was roasted whole for
a very soft and flaky inner flesh with a
rather intriguing flavor. Now this is your
money melon!",Hydromelon,-,-,-,-,Fire,-,-,9000,3,8,20,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きヒンヤリメロン,"ヒンヤリメロンの丸焼き
温かくなった果肉は ほくほくした食感
なんとも不思議な味わい",Item_Roast_12,-,-,-
154,Baked Palm Fruit,,"This palm fruit was broiled with direct heat,
resulting in steamed flesh inside the rind.
Best served at the moment the juices
emerge while roasting.",Palm Fruit,-,-,-,-,Fire,-,-,9000,6,6,15,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きヤシの実,"ヤシの実を直火であぶったひと品
皮につつまれた果肉が蒸し焼きになっている
残った果汁と一緒に食べるのがおすすめ",Item_Roast_10,-,-,-
155,Roasted Mighty Bananas,,"These mighty bananas have been roasted
whole. Cooking them through has turned the
fruit inside into a sticky, rich, aromatic syrup.",Mighty Bananas,-,-,-,-,Fire,-,-,9000,3,8,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きツルギバナナ,"ツルギバナナの丸焼き
火が通った事で実がとろとろになって
甘みや香りも豊かになった",Item_Roast_11,-,-,-
156,Roasted Lotus Seeds,,"Flame-roasted fleet-lotus seeds.
Peel the skin back to get to the soft
and flaky center.",Fleet-Lotus Seeds,-,-,-,-,Fire,-,-,-,3,8,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きゴーゴーハスの実,"直火で焼いたゴーゴーハスの実
皮をむいて食べれば ほくほくで
栗のような食感が味わえる",Item_Roast_16,-,-,-
157,Roasted Mighty Thistle,,"Lightly toasted mighty thistle. It has no
special effects, but now that it's been grilled,
the pointy ends go down smooth.",Mighty Thistle,-,-,-,-,Fire,-,-,-,2,8,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きツルギソウ,"ツルギソウの素焼き
特別な効果はないが
とんがった花もパリッとしておいしく食べられる",Item_Roast_27,-,-,-
158,Roasted Armoranth,,"Simple, roasted armoranth. The heat has
frayed the hard, chewy fiber just enough
to make it easy to eat.",Armoranth,-,-,-,-,Fire,-,-,-,2,8,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きヨロイソウ,"ヨロイソウの丸焼き
硬くて歯ごたえのあった繊維質も 
熱を通した事で ほぐれて食べやすくなった",Item_Roast_28,-,-,-
159,Roasted Swift Carrot,,"A fragrant swift carrot that's been
lightly roasted. It doesn't have any
special effects, but it will restore
some health.",Swift Carrot,-,-,-,-,Fire,-,-,-,3,6,15,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きゴーゴーニンジン,"香ばしいゴーゴーニンジンの丸焼き
特別な効果はないが
ハートを回復する事ができる",Item_Roast_24,-,-,-
160,Roasted Endura Carrot,,"This flame-kissed endura carrot makes for a
truly extravagant single-item dish. The fire
really brought out its sweetness.",Endura Carrot,-,-,-,-,Fire,-,-,-,12,38,95,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きガッツニンジン,"貴重なガッツニンジンを 
贅沢にそのまま焼いたひと品
火が通って甘味が増している",Item_Roast_50,-,-,-
161,Baked Fortified Pumpkin,,"This fortified pumpkin has been roasted
whole. The hard rind serves as a container
for the steamed pumpkin flesh inside.",Fortified Pumpkin,-,-,-,-,Fire,-,-,9000,3,8,20,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きヨロイカボチャ,"大きなヨロイカボチャの丸焼き
硬い皮が器の働きをしており
中身が蒸し焼きになっている",Item_Roast_15,-,-,-
162,Baked Sun Pumpkin,,"A large, whole, roasted sun pumpkin. It lost
its original effect in the baking process, but
it's soft and tasty.",Sun Pumpkin,-,-,-,-,Fire,-,-,9000,3,8,20,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きヒダマリカボチャ,"大きなヒダマリカボチャの丸焼き
特別な効果は無くなっているが
蒸し焼きの中身は柔らかくておいしい",Item_Roast_55,-,-,-
163,Roasted Radish,,"A roasted hearty radish. Fragrant and
warm, it has no special effect but will
restore hearts.",Hearty Radish,-,-,-,-,Fire,-,-,-,15,12,30,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きラディッシュ,"マックスラディッシュの丸焼き
ホクホクして香ばしい
特殊な効果はないが食べるとハートが回復する",Item_Roast_18,-,-,-
164,Roasted Big Radish,,"A roasted big hearty radish.
To take such a precious vegetable
and put it to the fire is decadent
in a way.",Big Hearty Radish,-,-,-,-,Fire,-,-,-,24,24,58,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼き大ラディッシュ,"大マックスラディッシュの丸焼き
貴重な野菜を思い切って焼いてみた
ある意味贅沢な一品",Item_Roast_19,-,-,-
165,Toasty Skyshroom,,"A simply grilled skyshroom. The heat brings
out its flavor and increases the amount of
health it can restore.",Skyshroom,-,-,-,-,Fire,-,-,-,2,3,12,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きソラダケ,"ソラダケの素焼き
焼いた事で風味がぐんと増し
ハートの回復量が増えている",Item_Roast_56,-,-,-
166,Toasty Hylian Shroom,,"A Hylian shroom toasted to perfection.
The taste and fragrance are amplified,
restoring more health to its consumer.",Hylian Shroom,-,-,-,-,Fire,-,-,-,3,3,12,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きハイラルダケ,"ハイラルダケの素焼き
味も香りも格段によくなって
ハートの回復量も増えた",Item_Roast_06,-,-,-
167,Toasty Stamella Shroom,,"This toasted stamella shroom doesn't grant
any special effects, but it will restore
a bit of health.",Stamella Shroom,-,-,-,-,Fire,-,-,-,3,5,13,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きガンバリダケ,"ガンバリダケの丸焼き
効果はハートの回復だけだが
生で食べるよりはかなりおいしい",Item_Roast_04,-,-,-
168,Toasty Rushroom,,"A rushroom that's been put to the torch.
It may have lost its speedy properties, but
at least it tastes good now.",Rushroom,-,-,-,-,Fire,-,-,-,3,5,13,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きゴーゴーダケ,"ゴーゴーダケの丸焼き
不思議な力は失われたが味は格段にアップした",Item_Roast_36,-,-,-
169,Toasty Sunshroom,,"It's always a good idea to keep a fully
roasted sunshroom or two on hand just
in case. Eat it to recover a bit of health.",Sunshroom,-,-,-,-,Fire,-,-,-,3,6,15,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きポカポカダケ,"ポカポカダケの丸焼き
いざという時のためにポーチにあると安心
ハートを回復する事ができる",Item_Roast_32,-,-,-
170,Toasty Chillshroom,,"A fully roasted chillshroom. It's evenly
toasted and tastes a lot better than
when eaten raw. Eating it will restore
a bit of health.",Chillshroom,-,-,-,-,Fire,-,-,-,3,6,15,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きヒンヤリダケ,"ヒンヤリダケの丸焼き
こんがり焼けて 生で食べるよりおいしくなった
ハートを回復する事ができる",Item_Roast_31,-,-,-
171,Toasty Zapshroom,,"It's not very shocking that this fully roasted
zapshroom is delicious. Eat it to recover
a bit of health.",Zapshroom,-,-,-,-,Fire,-,-,-,3,6,15,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きビリビリダケ,"ビリビリダケの丸焼き
ピリッとくる事もなく まろやかな味になった
ハートを回復する事ができる",Item_Roast_33,-,-,-
172,Toasty Razorshroom,,"A razorshroom that's been exposed to
direct heat. Its sharp exterior has softened
considerably. Restores a bit of health.",Razorshroom,-,-,-,-,Fire,-,-,-,3,5,13,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きツルギダケ,"ツルギダケの丸焼き
生のまま食べるよりホクホクしておいしい
ハートが回復する",Item_Roast_37,-,-,-
173,Toasty Ironshroom,,"An ironshroom exposed to an open
flame. Its once-tough exterior is now crunchy
and tasty. Restores a bit of health.",Ironshroom,-,-,-,-,Fire,-,-,-,3,5,13,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きヨロイダケ,"ヨロイダケの丸焼き
硬かった表面もカリッとしておいしい
ハートを回復する事ができる",Item_Roast_38,-,-,-
174,Toasty Silent Shroom,,"A whole, toasted silent shroom. High heat
may have destroyed its soft glow, but it's
now fragrant and tasty.",Silent Shroom,-,-,-,-,Fire,-,-,-,3,3,8,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きシノビダケ,"シノビダケの丸焼き
優しく光っていた面影はないが
香ばしくておいしい",Item_Roast_39,-,-,-
175,Toasty Brightcap,,"A whole, roasted brightcap. Sure, it loses its
bioluminescent enzymes, but it's softer and
easier to chew.",Brightcap,-,-,-,-,Fire,-,-,-,3,5,13,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きアカリダケ,"アカリダケの丸焼き
光を放つ酵素は失われてしまったが
柔らかく食べやすくなっている",Item_Roast_58,-,-,-
176,Toasty Endura Shroom,,"A toasted endura shroom. It doesn't grant
any special effects, but boy is it tasty!",Endura Shroom,-,-,-,-,Fire,-,-,-,6,5,13,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きガッツダケ,"ガッツダケの丸焼き
特別な効果はないが
おいしさがギュッと凝縮されている",Item_Roast_53,-,-,-
177,Toasted Hearty Truffle,,"A hearty truffle toasted until its outside is
crispy. It tastes great, but hearty truffles are
far more effective when cooked in a recipe.",Hearty Truffle,-,-,-,-,Fire,-,-,-,12,8,20,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼きマックストリュフ,"マックストリュフをこんがり焼き上げた
とってもおいしいが 料理に使った方が
より大きな効果が期待できる",Item_Roast_05,-,-,-
178,Toasted Big Hearty Truffle,,"This big hearty truffle has been roasted
whole. It gets full points for aroma and
nutrition. Eat it to recover a lot of hearts.",Big Hearty Truffle,-,-,-,-,Fire,-,-,-,18,24,58,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,Hammer,Perfect Parry Always Disarms,FALSE,EatFood,-,-,焼き大マックストリュフ,"貴重な食材である 大マックストリュフの丸焼き
火であぶる事で 香りがより豊かになった
食べるとハートがたくさん回復する",Item_Roast_49,-,-,-
179,Seared Steak,,"Meat cooked over an open flame. Cooking it
has increased its flavor and the number of
hearts it provides.",Raw Meat,-,-,-,-,Fire,-,-,-,6,12,30,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きケモノ肉,"ケモノ肉を直火で焼いたもの
焼く事で香ばしくなり
ハートの回復量も増えた",Item_Roast_01,-,-,-
180,Seared Prime Steak,,"Prime meat cooked over an open flame.
The outside is perfectly browned, while
the inside is mouthwateringly juicy.",Raw Prime Meat,-,-,-,-,Fire,-,-,-,9,24,58,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼き上ケモノ肉,"肉厚な上ケモノ肉の丸焼き
外側は香ばしく 中はジューシーで
たまらなくおいしい",Item_Roast_40,-,-,-
181,Seared Gourmet Steak,,"The highest quality gourmet meat, just
kissed by an open flame. No additional
seasonings have been added, which lets
the natural flavor of the meat really shine.",Raw Gourmet Meat,-,-,-,-,Fire,-,-,900,18,35,140,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼き極上ケモノ肉,"最高級の肉である極上ケモノ肉を 
あえて何も味付けせずに 直火で焼き上げた料理
素材本来の味を 存分に味わう事ができる逸品",Item_Roast_45,-,-,-
182,Roasted Bird Drumstick,,"Bird drumstick that's been cooked to a crisp,
skin and all. It's devoid of seasoning,
but it has a simple, accessible taste.
Restores more hearts than the raw variety.",Raw Bird Drumstick,-,-,-,-,Fire,-,-,-,6,12,30,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きトリ肉,"皮ごとパリッと焼き上げたトリ肉
余計な味付けをしない分 シンプルなおいしさ
ハートの回復量も増えた",Item_Roast_02,-,-,-
183,Roasted Bird Thigh,,"Prime meat that's been flame-seared to
perfection. The outside is crispy, but the
inside is juicy. Eat it to recover hearts.",Raw Bird Thigh,-,-,-,-,Fire,-,-,-,9,24,28,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼き上トリ肉,"貴重な上トリ肉をこんがり焼き上げた
外はパリッと中はジューシーな仕上がり
食べるとハートが回復する",Item_Roast_41,-,-,-
184,Roasted Whole Bird,,"This whole bird has been tickled by an open
flame to bring out its flavor. Less is more,
as the lack of additional seasoning allows
its natural taste to shine.",Raw Whole Bird,-,-,-,-,Fire,-,-,900,18,35,140,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼き極上トリ肉,"最高級食材である 極上トリ肉の丸焼き
何も味付けしない 野性味あふれる調理方法で
素材本来の味を 十分に楽しむ事ができる逸品",Item_Roast_46,-,-,-
185,Roasted Arowana,,"A whole, grilled ancient arowana. The meat is
cooked through and has reached a perfect
tenderness.",Ancient Arowana,-,-,-,-,Fire,-,-,-,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きアロワナ,"ムカシアロワナの丸焼き
引き締まった身に火が通って
ほどよい柔らかさになっている",Item_RoastFish_16,-,-,-
186,Roasted Bass,,"A bass that's been cooked whole over an
open flame. It's flaky and savory smelling.
Offers more hearts than the raw version.",Bass,-,-,-,-,Fire,-,-,-,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きバス,"バスの丸焼き 生のままより
こんがり焼くと香ばしくなりおいしく食べられる
ハートの回復量も増えた",Item_RoastFish_01,-,-,-
187,Roasted Trout,,"This trout can be found all over Hyrule.
Served river-to-table, it's simply cooked
for a soft and flaky flesh with a mild flavor.",Trout,-,-,-,-,Fire,-,-,9000,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きマス,"ハイラル各地で獲れるマスの姿焼き
火を通した身はホクホクしており
あっさりとして優しい味がする",Item_RoastFish_03,-,-,-
188,Roasted Carp,,"Roasting this freshwater carp helped to
suppress some of its stench, making it
easier to stomach. You can really sink
your teeth into the thick, meaty flesh.",Carp,-,-,-,-,Fire,-,-,9000,6,15,38,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きゴイ,"淡水で獲れるコイを焼き上げた料理
加熱した事で 魚の臭みも減って食べやすくなった
肉厚の身は食べごたえも十分",Item_RoastFish_07,-,-,-
189,Roasted Porgy,,"The soft and fluffy texture of this seafaring
fish has been enhanced by roasting it over
an open fire. The crisp, aromatic skin is
particularly delicious.",Porgy,-,-,-,-,Fire,-,-,9000,6,15,38,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きダイ,"海で育ったタイの丸焼き
白身魚特有の ふんわり柔らかな身と
カリカリで香ばしい皮が味わえる",Item_RoastFish_09,-,-,-
190,Roasted Cave Fish,,"A dish of grilled glowing cave fish. The fish's
loose meat is nicely cooked to give it both
excellent flavor and texture.",Glowing Cave Fish,-,-,-,-,Fire,-,-,-,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きホラウオ,"アカリホラウオを焼いた料理
元々身が崩れやすい魚だが 焼くと口の中で
ほろほろと身がほぐれて とてもおいしい",Item_RoastFish_18,-,-,-
191,Roasted Hearty Bass,,"An open flame has crisped the skin of this
hearty bass to perfection. It's a sizable
portion and contains just the right amount
of fat to create an exceptionally tasty dish.",Hearty Bass,-,-,-,-,Fire,-,-,-,12,12,30,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きマックスバス,"貴重なマックスバスの丸焼き
直火であぶった事で 皮がパリッと焼けている
丸々と太った身は脂が乗って おいしさ抜群",Item_RoastFish_02,-,-,-
192,Roasted Hearty Salmon,,"A fresh hearty salmon roasted simply over
an open flame without any additional
flavoring. Not only is the skin edible but
it gives off a rather nice aroma as well.",Hearty Salmon,-,-,-,-,Fire,-,-,9000,18,18,72,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きマックスサーモン,"新鮮なマックスサーモンを 味付けせずに
シンプルに直火で焼き上げた ひと品
皮も香ばしくて おいしく食べられる",Item_RoastFish_04,-,-,-
193,Blackened Crab,,"A whole crab slow-roasted in its shell. The
soft, flaky flesh pairs nicely with the scent
of the charred shell for a meal that assaults
all five of your senses in all the best ways.",Crab,-,-,-,-,Fire,-,-,-,6,12,30,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きガニ,"身の詰まったカニを じっくりとあぶった料理
香ばしく ホクホクした甘い身が絶品
焦げた殻もとても良い香りがする",Item_RoastFish_15,-,-,-
194,Sneaky River Escargot,,"Sneaky river snail roasted whole in its shell.
The meat is soft and a little chewy. Pulling all
the meat from the shell in one go fills you
with a sense of accomplishment.",Sneaky River Snail,-,-,-,-,Fire,-,-,9000,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きシノビタニシ,"シノビタニシを貝殻ごと焼き上げた料理
プリプリとした歯ごたえが特徴的
うまく身を取り出せるとちょっと嬉しい",Item_RoastFish_13,-,-,-
195,Roasted Tree Nut,,"A tree seed roasted to amplify its fragrance.
Gives more hearts than the raw variety.",Chickaloo Tree Nut,-,-,-,-,Fire,-,-,-,2,2,5,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼き木の実,"香ばしく焼いた木の実
少しだけハートの回復量が増えた",Item_Roast_52,-,-,-
196,Roasted Acorn,,"An acorn cooked with direct heat.
Its nutty aroma has been amplified.",Acorn,-,-,-,-,Fire,-,-,-,2,2,5,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きどんぐり,"直火で焼いたどんぐり
香ばしく甘みも増す",Item_Roast_48,-,-,-
197,Campfire Egg,,"Roasting a bird egg whole in its shell like this
helps retain water, making the egg a bit
chewier than usual.",Bird Egg,-,-,-,-,Fire,-,-,-,6,5,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きタマゴ,"トリのタマゴをカラごと焼き上げた料理
余分な水分がなくなる事で
茹でるより身がプリプリになる",Item_Roast_51,-,-,-
198,Hard-Boiled Egg,,"A bird egg boiled using water from naturally
occurring hot springs. It's popular among
children and is easy to make.",Bird Egg,-,-,-,-,Hot Spring,-,-,-,6,5,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,TRUE,EatFood,-,-,ゆでタマゴ,"地面から湧き出る温水の熱で
茹でられたトリのタマゴ
手軽に作れる 子供にも人気のひと品",Item_Boiled_01,-,-,-
199,Icy Meat,,"A frozen slab of animal meat. If you can
manage to chew it up and swallow it, you'll
restore some hearts and lower your body
temperature.",Raw Meat,-,-,-,-,Freeze,ResistHot,1,1800,4,15,35,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結ケモノ肉,"冷気で凍りついたケモノ肉
かじりつくにはちょっと硬すぎる
少しだけハート回復と耐暑効果を得られる",Item_Chilled_01,-,-,-
200,Icy Prime Meat,,"High-quality, frozen animal meat. Doesn't
restore many hearts, but it can lower your
body temperature.",Raw Prime Meat,-,-,-,-,Freeze,ResistHot,1,1800,6,28,60,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結上ケモノ肉,"冷気で凍りついた上ケモノ肉
少しだけハート回復と耐暑効果を得られる",Item_Chilled_02,-,-,-
201,Icy Gourmet Meat,,"This raw gourmet meat has been frozen for
easy traveling. It's kept its flavor through the
freezing process. Eating it as is will provide
a temporary boost to your heat resistance.",Raw Gourmet Meat,-,-,-,-,Freeze,ResistHot,1,1800,12,40,150,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結極上ケモノ肉,"冷気で凍りついた極上ケモノ肉
上質な肉は凍らせても 味が落ちにくいという
食べると少しの間 耐暑効果を発揮する",Item_Chilled_03,-,-,-
202,Frozen Bird Drumstick,,"It's as hard as a rock but is supposedly
edible. It restores a small number of hearts
and has a cooling effect.",Raw Bird Drumstick,-,-,-,-,Freeze,ResistHot,1,1800,4,15,35,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結トリ肉,"冷気で凍りついたトリ肉
こん棒みたいだけど一応食べられる
少しだけハート回復と耐暑効果を得られる",Item_Chilled_04,-,-,-
203,Frozen Bird Thigh,,"High-quality, frozen bird meat. It's so solid it
looks like it could be used as a weapon.
Eating it will restore some hearts and cool
you down, but don't break your teeth on it.",Raw Bird Thigh,-,-,-,-,Freeze,ResistHot,1,1800,6,28,60,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結上トリ肉,"冷気で凍りついた上トリ肉
武器にできそうなくらい硬い
少しだけハート回復と耐暑効果を得られる",Item_Chilled_05,-,-,-
204,Frozen Whole Bird,,"This raw whole bird may have been
frozen solid, but its flavor remains intact.
Eating it will provide a temporary boost
to your heat resistance.",Raw Whole Bird,-,-,-,-,Freeze,ResistHot,1,1800,12,40,150,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結極上トリ肉,"冷気で凍りついた極上トリ肉
カチカチで硬いが 味は落ちていない
食べると少しの間 耐暑効果を発揮する",Item_Chilled_06,-,-,-
205,Frozen Arowana,,"Being frozen has condensed the taste
of fish inside this arowana's body. Eating it
will provide a temporary boost to your
heat resistance.",Ancient Arowana,-,-,-,-,Freeze,ResistHot,1,1800,8,14,32,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結アロワナ,"冷気で凍りついたアロワナ
引き締まった身に 旨味が凝縮されている
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_16,-,-,-
